qseqid,frequency
"Staphylococcus capitis strain XZ03 chromosome, complete genome",2
"Methylobacterium currus strain TP-3 chromosome 2, complete sequence",8
"Homo sapiens protein tyrosine phosphatase receptor type D (PTPRD), RefSeqGene on chromosome 9",1
"Mallomonas bronchartiana strain DCRMBr5 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 142 16S ribosomal RNA gene, partial sequence",1
"Uncultured Filobasidiella partial 26S rRNA gene, clone Ao0Yyyy6",3
"Uncultured alpha proteobacterium MB11C09 16S ribosomal RNA gene, partial sequence; tRNA-Ile and tRNA-Ala genes, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone HDB_SIPB1362 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens SKI3 subunit of superkiller complex (SKIC3), RefSeqGene (LRG_173) on chromosome 5",1
"Ochrobactrum pseudogrignonense strain GGUPV1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ANS_TL2C08 16S ribosomal RNA gene, partial sequence",7
MAG: Oceanicola sp. isolate m2 chromosome,6
"Comamonas thiooxydans strain CSUSB4 chromosome, complete genome",15
"Acidovorax temperans strain S_WO.SB14.074 16S ribosomal RNA gene, partial sequence",9
"Uncultured bacterium clone TX2_3P03 16S ribosomal RNA gene, partial sequence",1
"Pichia kudriavzevii strain LBV_006 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck331b06c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 382MICCbiofilm 16S ribosomal RNA gene, partial sequence",1
"Defluviimonas aestuarii strain ROC025 16S ribosomal RNA gene, partial sequence",1
"Serratia sp. HRI chromosome, complete genome",5
"Uncultured bacterium clone F5K2Q4C04JUV8B 23S ribosomal RNA gene, partial sequence",7
"Dinoroseobacter shibae strain DFL 12 23S ribosomal RNA gene, complete sequence",3
"Aromatoleum bremense strain PbN1 chromosome, complete genome",4
"Uncultured Comamonadaceae bacterium clone NS-OTU15 16S ribosomal RNA gene, partial sequence",1
"Daphnia pulex ncRNA, kairomone-inducible transcript",6
"Escherichia coli strain FSD35 16S ribosomal RNA gene, partial sequence",1
"Pseudomonas aeruginosa strain JNQH-PA033 chromosome, complete genome",4
"Sphingomonas sanguinis strain NP2-R2 chromosome, complete genome",6
"Synthetic construct Homo sapiens clone ccsbBroadEn_05703 HIST2H4B gene, encodes complete protein",1
"Herbaspirillum huttiense strain BT 87 16S ribosomal RNA gene, partial sequence",2
"Rhodoferax sp. AJA081-3 chromosome, complete genome",2
Ralstonia solanacearum strain UW251 chromosome,21
"Uncultured bacterium clone BL2_12_54 16S ribosomal RNA gene, partial sequence",1
"Peptoniphilus harei strain FDAARGOS_1136 chromosome, complete genome",1
"Uncultured bacterium clone nck331h05c1 16S ribosomal RNA gene, partial sequence",1
"Meles meles genome assembly, chromosome: 13",2
"PREDICTED: Hyaena hyaena DNA polymerase alpha 1, catalytic subunit (POLA1), mRNA",1
"Aquabacterium sp. strain BAKTSBA100-J 16S ribosomal RNA gene, partial sequence",2
"Weissella soli strain T4 16S ribosomal RNA gene, partial sequence",26
"Uncultured bacterium clone F5K2Q4C04IAS7I 23S ribosomal RNA gene, partial sequence",5
"Neisseria bacilliformis strain DSM 23338 chromosome, complete genome",2
"Flavobacterium sp. F-340 chromosome, complete genome",2
"Paracoccus aerius strain 11410 16S ribosomal RNA gene, partial sequence",17
Saccharomyces cerevisiae strain F chromosome XII,3
"Roseococcus microcysteis strain NIBR12 chromosome, complete genome",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus03954",1
"Serpentinomonas mccroryi DNA, complete genome",5
"Escherichia coli strain 437023 chromosome, complete genome",1
"Mycobacteroides abscessus subsp. abscessus strain FDAARGOS_1605 chromosome, complete genome",1
"Uncultured bacterium clone A2D-22 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone GKJWQY101A7TMS 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone 8484H020808 16S ribosomal RNA gene, partial sequence",1
"Serratia marcescens strain MRSN696556 chromosome, complete genome",8
"Uncultured bacterium clone B4530 16S ribosomal RNA gene, partial sequence",1
"Corallococcus sp. strain E2 16S ribosomal RNA gene, partial sequence",1
"Sulfurospirillum deleyianum strain 'Spirillum' 5175 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone BJ 2-75 16S ribosomal RNA gene, partial sequence",1
"Methylotenera mobilis strain JLW8 23S ribosomal RNA gene, complete sequence",2
"Euglena deses strain SAG 1224-23 large subunit ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone GB201O1fO3 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain C16EC0241 chromosome, complete genome",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP0249",1
"Herbaspirillum sp. strain CNPSo 4064 16S ribosomal RNA gene, partial sequence",22
"Shigella dysenteriae strain Inspire79 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd861f01c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd991b02c1 16S ribosomal RNA gene, partial sequence",5
"Rhodoferax sp. PAMC 29310 strain PAMC29310 chromosome, complete genome",7
"Pectobacterium carotovorum strain 25.1 chromosome, complete genome",8
"Hormotilopsis gelatinosa strain UTEX B104 28S ribosomal RNA gene, partial sequence",1
"Roseibacterium elongatum DSM 19469, complete genome",1
"Human DNA sequence from clone RP11-694J20 on chromosome 6, complete sequence",1
"Uncultured bacterium clone leachfield16Sseq330 16S ribosomal RNA gene, partial sequence",2
"Azoarcus sp. BH72 strain BH72 23S ribosomal RNA, complete sequence",4
"Xylophilus sp. strain BF8 16S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone 2L_003b_h11 16S ribosomal RNA gene, partial sequence",1
"Acinetobacter vivianii strain KJ-1 chromosome, complete genome",14
"Chryseobacterium sp. PCH239 chromosome, complete genome",3
"Euglena granulata strain ACOI 921 large subunit ribosomal RNA gene, partial sequence",1
"Spumella oblata strain Sanggul120118B3 large subunit ribosomal RNA gene, partial sequence",1
"Sphingobium xenophagum strain PH3-15 chromosome II, complete sequence",1
Rhodobacter capsulatus NCIB 8254 5S rRNA,4
"Uncultured beta proteobacterium genes for 16S ribosomal RNA, tRNA-Ile, tRNA-Ala, 23S ribosomal RNA, partial and complete sequence, clone: F4",1
"Uncultured bacterium clone RKtaTu2955 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone s54 hrb2 gene cluster, complete sequence",4
"Uncultured beta proteobacterium DNA, fosmid clone: JFF003_G12",3
"Buchnera aphidicola (Aphis craccivore) isolate Ash chromosome, complete genome",1
"Homo sapiens DNA, sequence_id: unplaced_0024",2
"PREDICTED: Manihot esculenta 28S ribosomal RNA (LOC122722573), rRNA",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus00075",1
"Ralstonia pickettii strain Dewan 7 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JTQTE 23S ribosomal RNA gene, partial sequence",1
"Enterobacter hormaechei strain 54569CZ chromosome, complete genome",1
"Tepidimonas fonticaldi strain PL17 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP5-835G14 on chromosome 1q42.1-43, complete sequence",1
"Zygosaccharomyces bailii isolate GK02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",1
"Acricotopus lucens partial 28S rRNA gene, clone AlSo28S-42",3
"Uncultured bacterium clone gls27 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04I3MOC 23S ribosomal RNA gene, partial sequence",12
"Pseudomonas monteilii strain SB3078 23S ribosomal RNA gene, complete sequence",3
"Escherichia coli strain Stbl4 chromosome, complete genome",2
"Arcobacter nitrofigilis strain 22 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-89H18 from chromosome 1, complete sequence",1
"Caulobacter segnis strain CBR1 chromosome, complete genome",4
"Burkholderia sp. JA6 gene for 16S rRNA, partial sequence",2
"Comamonas odontotermitis strain WLL plasmid unnamed1, complete sequence",6
"Uncultured bacterium clone ncd1655h02c1 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-115D7 on chromosome 1, complete sequence",1
"Brevundimonas vesicularis strain PL214 16S ribosomal RNA gene, partial sequence",1
"Achromobacter deleyi strain As-55 chromosome, complete genome",2
"Agrobacterium rubi strain W2/73 chromosome 2, complete sequence",1
"Homo sapiens ribosomal protein L7 like 1 (RPL7L1), transcript variant 2, non-coding RNA",1
MAG: Pseudooceanicola atlanticus isolate ih10 chromosome,2
Homo sapiens clone N29M24 sequence,1
"Sulfuricella denitrificans strain skB26 23S ribosomal RNA gene, complete sequence",3
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04032",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus00262",3
"Acinetobacter towneri strain GX7 chromosome, complete genome",1
"Uncultured bacterium clone 2922 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MK903D_B31",1
"Uncultured bacterium partial 16S rRNA gene, clone O320106H01",1
"Burkholderia sp. strain PSB1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IUASP 23S ribosomal RNA gene, partial sequence",1
"Polymorphobacter megasporae strain PAMC 29362 chromosome, complete genome",4
"Chlamydomonas noctigama culture SAG:33.72 strain SAG 33.72 28S ribosomal RNA gene, partial sequence",1
"Chitinophaga pinensis strain DSM 2588 23S ribosomal RNA gene, complete sequence",1
"Sutcliffiella horikoshii strain BAT chromosome, complete genome",3
"Uncultured bacterium clone 4037RB29 16S ribosomal RNA gene, partial sequence",1
"Phenylobacterium sp. strain S_WE.AI5.065 16S ribosomal RNA gene, partial sequence",1
"Verminephrobacter eiseniae strain EF01-2 23S ribosomal RNA gene, complete sequence",3
"PREDICTED: Macaca fascicularis 28S ribosomal RNA (LOC123571591), rRNA",2
"Homo sapiens haplogroup U5a1b+16362 mitochondrion, complete genome",1
"Uncultured bacterium clone REU3C13 16S ribosomal RNA gene, partial sequence",1
"Serratia ureilytica strain T6 chromosome, complete genome",1
"Yersinia similis strain Y228 23S ribosomal RNA, complete sequence",1
"Chryseobacterium sp. strain W0A2 16S ribosomal RNA gene, partial sequence",1
"Euglena chadefaudii large subunit ribosomal RNA gene, partial sequence; plastid",1
"Flavobacterium sp. strain JAS 16S ribosomal RNA gene, partial sequence",1
"Candidatus Kinetoplastibacterium blastocrithidii TCC012E, complete genome",1
"Aeromonas sp. WP2-W18-CRE-05 DNA, complete genome, strain: WP2-W18-CRE-05",1
"Reichenowia pictae 23S large subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens AT-rich interaction domain 4B (ARID4B), RefSeqGene on chromosome 1",1
"PREDICTED: Macaca fascicularis proline rich transmembrane protein 3 (PRRT3), transcript variant X9, mRNA",1
"PREDICTED: Macaca fascicularis eukaryotic translation initiation factor 2 subunit gamma (EIF2S3), mRNA",1
"Denitratisoma oestradiolicum strain DSM16959 genome assembly, chromosome: I",11
"Salmonella enterica strain S639 chromosome, complete genome",2
"Uncultured bacterium clone SlnRc_07GSL4aFB 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ML-7-111 16S ribosomal RNA gene, partial sequence",1
"Uncultured alpha proteobacterium clone B4 16S ribosomal RNA gene, partial sequence",2
"Paracoccus sediminis strain CMB17 16S ribosomal RNA, partial sequence",1
"Malassezia pachydermatis strain MP 7/1 26S-5S ribosomal RNA intergenic spacer, partial sequence",1
"Mallomonas sp. 1 BYJ-2013 strain JJMCGRMSP 18S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain BF197 16S ribosomal RNA gene, partial sequence",1
"Halomonas piezotolerans strain HN2 chromosome, complete genome",2
"Ferribacterium limneticum strain 77 chromosome, complete genome",4
"Carnobacterium maltaromaticum strain ST6, ST17 16S ribosomal RNA gene, partial sequence",11
"Planococcus glaciei strain OL212 16S ribosomal RNA gene, partial sequence",1
"Quatrionicoccus australiensis strain D9 chromosome, complete genome",8
"Weissella viridescens strain NJ100 chromosome, complete genome",2
"MAG TPA_asm: Caudoviricetes sp. isolate ct1083, partial genome",1
No_Species,2
"Shinella zoogloeoides strain ATCC 19623 chromosome, complete genome",5
"Uncultured bacterium clone nck96h04c1 16S ribosomal RNA gene, partial sequence",1
Acinetobacter radioresistens strain FDAARGOS_731 chromosome,1
"Uncultured bacteria partial 16S rRNA gene, clone 005DD",1
"Uncultured bacterium clone F5K2Q4C04JJ8KV 23S ribosomal RNA gene, partial sequence",1
"Uncultured ciliate clone 0D.24.1 18S ribosomal RNA gene, partial sequence",1
"Ketogulonicigenium vulgare WSH-001 chromosome, complete genome",1
"PREDICTED: Leopardus geoffroyi BCL2 associated transcription factor 1 (BCLAF1), transcript variant X5, mRNA",1
"Chryseobacterium indologenes strain MDFPXXVIIR320b 16S ribosomal RNA gene, partial sequence",1
"Burkholderia contaminans strain toggle1 chromosome 3, complete sequence",3
"Pseudomonas luteola ATCC 43273 23S ribosomal RNA, partial sequence",1
"Tepidimonas taiwanensis strain LMG 22826 chromosome, complete genome",3
"Burkholderia glumae strain BGK.AZ3 16S ribosomal RNA gene, partial sequence",2
"Human DNA sequence from clone RP3-475N16 on chromosome 6p12.3-21.2, complete sequence",1
"Flavobacterium cyclinae strain KSM-R2A25 chromosome, complete genome",1
"Uncultured Rhizobiales bacterium clone AWA8B 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens protein tyrosine phosphatase receptor type S (PTPRS), RefSeqGene on chromosome 19",2
"Synthetic construct Homo sapiens clone ccsbBroadEn_06149 EIF4B gene, encodes complete protein",1
"Homo sapiens genomic DNA, chromosome 11q clone:RP11-691L4, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JZE3E 23S ribosomal RNA gene, partial sequence",3
"Comamonas aquatica strain B1 chromosome, complete genome",7
"Homo sapiens BAC clone CH17-199I12 from chromosome 2, complete sequence",1
"Escherichia coli strain 811035 chromosome, complete genome",5
"Uncultured bacterium clone 6B 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JY7QG 23S ribosomal RNA gene, partial sequence",1
"Alicycliphilus denitrificans strain BC 23S ribosomal RNA gene, complete sequence",3
"Thinopyrum intermedium isolate Thin1_11 internal transcribed spacer 1, partial sequence; and 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence",1
"Uncultured bacterium isolate DGGE gel band 02_F2 clone 02 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens primase 2B, pseudogene (PRIM2BP) on chromosome 6",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus01551",1
"Uncultured bacterium clone F5K2Q4C04JF6GQ 16S ribosomal RNA gene, partial sequence",2
"Ensifer canadensis strain T173 chromosome, complete genome",1
"Escherichia coli strain F17EC0098 plasmid pF17EC0098-2, complete sequence",2
"Uncultured bacterium partial 16S rRNA gene, clone B013H_D05",8
Uncultured bacterium clone S08_CY_56 genomic sequence,7
"Weissella koreensis strain KACC 15510 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04I0YKB 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens euchromatic histone lysine methyltransferase 1 (EHMT1), RefSeqGene on chromosome 9",1
Candida parapsilosis strain CDC317 annotated contig 006110,1
"PREDICTED: Callithrix jacchus basic leucine zipper and W2 domains 1 (BZW1), transcript variant X9, mRNA",1
"Priceomyces carsonii isolate Yeast OB-22 large subunit ribosomal RNA gene, partial sequence",1
"Haliscomenobacter hydrossis DSM 1100 chromosome, complete genome",1
"Uncultured Sphingomonas sp. 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone AK3b2_01r_01f 16S ribosomal RNA gene, partial sequence",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 12 spore a chromosome XII,1
"Thiobacillus denitrificans strain ATCC 25259 23S ribosomal RNA gene, complete sequence",3
"Uncultured bacterium isolate DGGE gel band f 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene (AGAP12P), non-coding RNA",1
